date,generation_type,megawatt_hours
2020-12,solar,25.0
2020-12,wind power turbine,86724.0
2021-01,combustible fuels,13141.0
2021-01,hydraulic turbine,3151123.0
2021-01,other types of electricity generation,0.0
2021-01,solar,26.0
2021-01,wind power turbine,70954.0
2021-02,combustible fuels,9822.0
2021-02,hydraulic turbine,2623649.0
2021-02,other types of electricity generation,0.0
2021-02,solar,14.0
2021-02,wind power turbine,73816.0
2021-03,combustible fuels,10170.0
2021-03,hydraulic turbine,2840772.0
2021-03,other types of electricity generation,0.0
2021-03,solar,238.0
2021-03,wind power turbine,93614.0
2021-04,combustible fuels,11002.0
2021-04,hydraulic turbine,2527216.0
2021-04,other types of electricity generation,0.0
2021-04,solar,246.0
2021-04,wind power turbine,94165.0
2021-05,combustible fuels,7802.0
2021-05,hydraulic turbine,2777733.0
2021-05,other types of electricity generation,0.0
2021-05,solar,295.0
2021-05,wind power turbine,83669.0
2021-06,combustible fuels,7474.0
2021-06,hydraulic turbine,2675702.0
2021-06,other types of electricity generation,0.0
2021-06,solar,291.0
2021-06,wind power turbine,65321.0
2021-07,combustible fuels,7970.0
2021-07,hydraulic turbine,2316154.0
2021-07,other types of electricity generation,0.0
2021-07,solar,310.0
2021-07,wind power turbine,50839.0
2021-08,combustible fuels,4419.0
2021-08,hydraulic turbine,1783169.0
2021-08,other types of electricity generation,0.0
2021-08,solar,346.0
2021-08,wind power turbine,62767.0
2021-09,combustible fuels,7420.0
2021-09,hydraulic turbine,1688118.0
2021-09,other types of electricity generation,0.0
2021-09,solar,232.0
2021-09,wind power turbine,83384.0
2021-10,combustible fuels,10015.0
2021-10,hydraulic turbine,1692645.0
2021-10,other types of electricity generation,0.0
2021-10,solar,10.0
2021-10,wind power turbine,97546.0
2021-11,combustible fuels,9281.0
2021-11,hydraulic turbine,1711063.0
2021-11,other types of electricity generation,0.0
2021-11,solar,2.0
2021-11,wind power turbine,98571.0
2021-12,combustible fuels,9366.0
2021-12,hydraulic turbine,2150868.0
2021-12,other types of electricity generation,0.0
2021-12,solar,0.0
2021-12,wind power turbine,85335.0
2022-01,combustible fuels,13012.0
2022-01,hydraulic turbine,2279539.0
2022-01,other types of electricity generation,0.0
2022-01,solar,0.0
2022-01,wind power turbine,98154.0
2022-02,combustible fuels,9641.0
2022-02,hydraulic turbine,2252023.0
2022-02,other types of electricity generation,0.0
2022-02,solar,0.0
2022-02,wind power turbine,88461.0
2022-03,combustible fuels,10878.0
2022-03,hydraulic turbine,2623014.0
2022-03,other types of electricity generation,0.0
2022-03,solar,0.0
2022-03,wind power turbine,98559.0
2022-04,combustible fuels,11014.0
2022-04,hydraulic turbine,2459216.0
2022-04,other types of electricity generation,0.0
2022-04,solar,0.0
2022-04,wind power turbine,87105.0
2022-05,combustible fuels,8777.0
2022-05,hydraulic turbine,3098179.0
2022-05,other types of electricity generation,0.0
2022-05,solar,18.0
2022-05,wind power turbine,83678.0
2022-06,combustible fuels,7424.0
2022-06,hydraulic turbine,3399048.0
2022-06,other types of electricity generation,0.0
2022-06,solar,20.0
2022-06,wind power turbine,69071.0
2022-07,combustible fuels,7971.0
2022-07,hydraulic turbine,3639466.0
2022-07,other types of electricity generation,0.0
2022-07,solar,18.0
2022-07,wind power turbine,52575.0
2022-08,combustible fuels,6611.0
2022-08,hydraulic turbine,3739463.0
2022-08,other types of electricity generation,0.0
2022-08,solar,17.0
2022-08,wind power turbine,50830.0
2022-09,combustible fuels,7810.0
2022-09,hydraulic turbine,3191266.0
2022-09,other types of electricity generation,0.0
2022-09,solar,12.0
2022-09,wind power turbine,80391.0
2022-10,combustible fuels,9503.0
2022-10,hydraulic turbine,3279813.0
2022-10,other types of electricity generation,0.0
2022-10,solar,7.0
2022-10,wind power turbine,95439.0
2022-11,combustible fuels,9221.0
2022-11,hydraulic turbine,3183505.0
2022-11,other types of electricity generation,0.0
2022-11,solar,70.0
2022-11,wind power turbine,107656.0
